period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0007,-0.0007,0.1399,0.0104,0.528,-0.0839
Weekly,-0.0007,-0.0007,0.1806,0.0149,0.6154,-0.0595
Biweekly,0.02,0.0198,0.1806,0.0302,0.6154,-0.0495
Monthly,-0.0076,-0.0076,0.183,0.0525,0.5,-0.041
