Date,Open,High,Low,Close,Volume,MA7,MA25,MA99,RSI,MACD,MACD_signal,ADX,Volatility,returns
2025-09-17,1.2019,1.3266,1.1752,1.3076,18177726.05,1.2336428571428573,1.1560920000000001,0.8377181818181818,33.121046517495955,-0.07404190615203121,-0.08177274890203595,0.0,0.05619486853539241,
2025-09-18,1.3076,1.3528,1.2911,1.3374,21429537.18,1.2336428571428573,1.1560920000000001,0.8377181818181818,33.121046517495955,-0.07404190615203121,-0.08177274890203595,0.0,0.05619486853539241,0.022789843988987313
2025-09-19,1.3373,1.3568,1.2419,1.2541,16160427.0,1.2336428571428573,1.1560920000000001,0.8377181818181818,33.121046517495955,-0.07404190615203121,-0.08177274890203595,0.0,0.05619486853539241,-0.0622850306564976
2025-09-20,1.254,1.3053,1.2383,1.2682,7875411.09,1.2336428571428573,1.1560920000000001,0.8377181818181818,33.121046517495955,-0.07404190615203121,-0.08177274890203595,0.0,0.05619486853539241,0.011243122558009633
2025-09-21,1.2681,1.2774,1.2428,1.2476,7076330.16,1.2336428571428573,1.1560920000000001,0.8377181818181818,33.121046517495955,-0.07404190615203121,-0.08177274890203595,0.0,0.05619486853539241,-0.016243494716921547
2025-09-22,1.2475,1.2552,1.09,1.1112,31075159.79,1.2336428571428573,1.1560920000000001,0.8377181818181818,33.121046517495955,-0.07404190615203121,-0.08177274890203595,0.0,0.05619486853539241,-0.10932991343379295
2025-09-23,1.1114,1.1382,1.0863,1.1094,16805267.01,1.2336428571428573,1.1560920000000001,0.8377181818181818,33.121046517495955,-0.07404190615203121,-0.08177274890203595,0.0,0.05619486853539241,-0.0016198704103671524
2025-09-24,1.1094,1.1391,1.0866,1.1099,7973571.42,1.2053999999999998,1.1560920000000001,0.8377181818181818,33.121046517495955,-0.07404190615203121,-0.08177274890203595,0.0,0.05619486853539241,0.00045069406886621977
2025-09-25,1.11,1.1138,1.04,1.0585,24443940.29,1.1655571428571427,1.1560920000000001,0.8377181818181818,33.121046517495955,-0.07404190615203121,-0.08177274890203595,0.0,0.05619486853539241,-0.046310478421479506
2025-09-26,1.0586,1.1056,1.025,1.0968,18370701.54,1.1430857142857143,1.1560920000000001,0.8377181818181818,33.121046517495955,-0.07404190615203121,-0.08177274890203595,0.0,0.05619486853539241,0.03618327822390177
