period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0035,0.0035,0.899,0.0235,0.5944,-0.1942
Weekly,0.0035,0.0035,0.7879,0.0393,0.6538,-0.1826
Biweekly,0.0787,0.0757,0.7879,0.0741,0.7308,-0.1826
Monthly,0.0237,0.0234,0.6144,0.0615,0.75,-0.0908
