period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0147,-0.0148,0.1157,0.0237,0.49,-0.3372
Weekly,-0.0147,-0.0148,0.1729,0.0337,0.4038,-0.3241
Biweekly,0.0419,0.0411,0.1729,0.0654,0.5385,-0.3106
Monthly,0.0011,0.0011,0.1009,0.1111,0.5833,-0.259
