period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0005,-0.0005,-0.136,0.0101,0.4699,-0.2574
Weekly,-0.0005,-0.0005,-0.1561,0.0296,0.5,-0.2574
Biweekly,0.0352,0.0346,-0.1561,0.0411,0.4615,-0.2358
Monthly,0.0221,0.0219,-0.1921,0.0469,0.3333,-0.1945
