period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0074,-0.0074,0.817,0.0234,0.568,-0.2159
Weekly,0.0405,0.0397,0.9617,0.0284,0.6538,-0.2124
Biweekly,0.0401,0.0393,0.9617,0.061,0.6538,-0.1811
Monthly,-0.0062,-0.0062,0.8039,0.0475,0.75,-0.1083
