period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0034,-0.0034,0.0107,0.0052,0.4961,-0.0528
Weekly,-0.004,-0.004,0.0213,0.0082,0.4808,-0.0463
Biweekly,-0.0179,-0.0181,0.0213,0.0095,0.5385,-0.0414
Monthly,-0.0044,-0.0044,-0.0104,0.0217,0.5,-0.045
