period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0015,0.0015,0.1253,0.0037,0.5586,-0.0297
Weekly,-0.0039,-0.0039,0.1253,0.0064,0.6154,-0.0274
Biweekly,-0.0035,-0.0035,0.1253,0.0107,0.6923,-0.024
Monthly,0.0063,0.0063,0.1088,0.0053,0.75,-0.007
