period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0016,-0.0016,0.3374,0.0131,0.556,-0.1773
Weekly,0.045,0.044,0.4261,0.0299,0.6538,-0.1758
Biweekly,0.0532,0.0518,0.4261,0.0852,0.6154,-0.1758
Monthly,0.0038,0.0038,0.4371,0.0989,0.75,-0.0728
