period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0063,-0.0063,-0.102,0.0075,0.4208,-0.1108
Weekly,-0.0062,-0.0062,-0.1018,0.0226,0.3654,-0.1032
Biweekly,0.002,0.002,-0.1018,0.0293,0.3077,-0.1027
Monthly,-0.0523,-0.0537,-0.102,0.0301,0.25,-0.1009
