period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0088,0.0087,0.3035,0.0154,0.504,-0.1683
Weekly,0.019,0.0188,0.3568,0.0244,0.5385,-0.1551
Biweekly,0.0316,0.0311,0.3568,0.1067,0.5769,-0.1551
Monthly,0.022,0.0218,0.2582,0.1304,0.75,-0.1249
