period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0112,0.0112,0.1693,0.015,0.4859,-0.1614
Weekly,0.0112,0.0112,0.1634,0.0263,0.5962,-0.1551
Biweekly,0.0517,0.0504,0.1634,0.0609,0.5769,-0.1542
Monthly,0.0259,0.0255,0.0848,0.0838,0.5833,-0.0952
