period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0011,-0.0011,0.0475,0.0135,0.528,-0.1883
Weekly,-0.0011,-0.0011,0.0807,0.0338,0.5,-0.184
Biweekly,-0.0147,-0.0148,0.0807,0.0561,0.6154,-0.184
Monthly,-0.0141,-0.0142,0.0481,0.0827,0.5833,-0.184
