period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0026,-0.0026,0.1106,0.0175,0.496,-0.1273
Weekly,0.0216,0.0213,0.1685,0.0258,0.4615,-0.1264
Biweekly,-0.0176,-0.0177,0.1685,0.0176,0.5769,-0.0937
Monthly,0.0121,0.012,0.0737,0.0609,0.5833,-0.076
