period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0115,0.0114,-0.4103,0.0189,0.476,-0.492
Weekly,0.0299,0.0295,-0.3873,0.0528,0.4231,-0.492
Biweekly,0.0164,0.0163,-0.3873,0.0813,0.3462,-0.4853
Monthly,0.006,0.006,-0.4527,0.0735,0.3333,-0.3551
