period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0223,-0.0226,0.6068,0.0165,0.552,-0.163
Weekly,0.0618,0.0599,0.6068,0.0398,0.5769,-0.1465
Biweekly,0.0852,0.0817,0.6068,0.0512,0.5769,-0.1444
Monthly,-0.0223,-0.0226,0.6469,0.0813,0.6667,-0.1039
