Date,Open,High,Low,Close,Volume,ret_1d,log_ret_1d,eq,cum_ret,ret_7d,ret_14d,ret_30d,log_ret_7d,log_ret_14d,log_ret_30d,roll_max,dd,vol_7d,vol_14d,vol_30d,up,down,MA7,MA25,MA99,RSI,MACD,MACD_signal,ADX,Volatility,returns
2025-05-05 04:00:00,104.2709,104.5516,102.8387,103.9709,2616200,0.0,0.0,1.0,0.0,-0.0742,-0.0339,-0.0457,-0.0771,-0.0345,-0.0468,1.0,0.0,0.014,0.0162,0.0119,0,0,101.67918571428572,100.399348,104.50565858585858,37.901935588989346,-0.7242768940879785,-0.5414269573083521,0.0,0.014058777096170228,
2025-05-06 04:00:00,104.7451,105.5096,103.5451,103.9709,3309200,0.0,0.0,1.0,0.0,-0.0742,-0.0339,-0.0457,-0.0771,-0.0345,-0.0468,1.0,0.0,0.014,0.0162,0.0119,0,0,101.67918571428572,100.399348,104.50565858585858,37.901935588989346,-0.7242768940879785,-0.5414269573083521,0.0,0.014058777096170228,0.0
2025-05-07 04:00:00,103.9612,104.6677,103.0613,104.0096,3249100,0.0004,0.0004,1.0004,0.0004,-0.0742,-0.0339,-0.0457,-0.0771,-0.0345,-0.0468,1.0004,0.0,0.014,0.0162,0.0119,1,0,101.67918571428572,100.399348,104.50565858585858,37.901935588989346,-0.7242768940879785,-0.5414269573083521,0.0,0.014058777096170228,0.00037221953450439216
2025-05-08 04:00:00,103.6129,103.8548,101.1549,101.7936,3598800,-0.0213,-0.0215,0.9791,-0.0209,-0.0742,-0.0339,-0.0457,-0.0771,-0.0345,-0.0468,1.0004,-0.0213,0.014,0.0162,0.0119,0,1,101.67918571428572,100.399348,104.50565858585858,37.901935588989346,-0.7242768940879785,-0.5414269573083521,0.0,0.014058777096170228,-0.021305725625326954
2025-05-09 04:00:00,101.9596,102.3598,101.2761,102.2036,3057000,0.004,0.004,0.983,-0.017,-0.0742,-0.0339,-0.0457,-0.0771,-0.0345,-0.0468,1.0004,-0.0174,0.014,0.0162,0.0119,1,0,101.67918571428572,100.399348,104.50565858585858,37.901935588989346,-0.7242768940879785,-0.5414269573083521,0.0,0.014058777096170228,0.004027758130177084
2025-05-12 04:00:00,100.7001,101.159,98.1909,98.6009,4449600,-0.0353,-0.0359,0.9484,-0.0516,-0.0742,-0.0339,-0.0457,-0.0771,-0.0345,-0.0468,1.0004,-0.052,0.014,0.0162,0.0119,0,1,101.67918571428572,100.399348,104.50565858585858,37.901935588989346,-0.7242768940879785,-0.5414269573083521,0.0,0.014058777096170228,-0.035250226019435726
2025-05-13 04:00:00,98.6009,98.8841,97.029,97.2048,4607200,-0.0142,-0.0143,0.9349,-0.0651,-0.0742,-0.0339,-0.0457,-0.0771,-0.0345,-0.0468,1.0004,-0.0654,0.014,0.0162,0.0119,0,1,101.67918571428572,100.399348,104.50565858585858,37.901935588989346,-0.7242768940879785,-0.5414269573083521,0.0,0.014058777096170228,-0.014159099967647304
2025-05-14 04:00:00,96.9216,96.9411,95.1544,96.2577,5207200,-0.0097,-0.0098,0.9258,-0.0742,-0.0742,-0.0339,-0.0457,-0.0771,-0.0345,-0.0468,1.0004,-0.0745,0.014,0.0162,0.0119,0,1,100.5773,100.399348,104.50565858585858,37.901935588989346,-0.7242768940879785,-0.5414269573083521,0.0,0.014058777096170228,-0.009743346007604625
2025-05-15 04:00:00,97.0193,99.2941,96.9997,99.2063,5823900,0.0306,0.0302,0.9542,-0.0458,-0.0458,-0.0339,-0.0457,-0.0469,-0.0345,-0.0468,1.0004,-0.0462,0.021,0.0162,0.0119,1,0,99.89664285714285,100.399348,104.50565858585858,37.901935588989346,-0.7242768940879785,-0.5414269573083521,0.0,0.014058777096170228,0.03063235460643665
2025-05-16 04:00:00,99.177,100.6512,98.8548,100.6024,2868900,0.0141,0.014,0.9676,-0.0324,-0.0328,-0.0339,-0.0457,-0.0333,-0.0345,-0.0468,1.0004,-0.0328,0.0224,0.0162,0.0119,1,0,99.4099,100.399348,104.50565858585858,37.901935588989346,-0.7242768940879785,-0.5414269573083521,0.0,0.014058777096170228,0.0140726949800567
2025-05-19 04:00:00,100.2509,101.4421,100.0947,101.3249,1909300,0.0072,0.0072,0.9746,-0.0254,-0.0046,-0.0339,-0.0457,-0.0046,-0.0345,-0.0468,1.0004,-0.0258,0.0214,0.0162,0.0119,1,0,99.34294285714284,100.399348,104.50565858585858,37.901935588989346,-0.7242768940879785,-0.5414269573083521,0.0,0.014058777096170228,0.0071817372150166925
2025-05-20 04:00:00,101.1882,101.774,101.1394,101.2761,2408200,-0.0005,-0.0005,0.9741,-0.0259,-0.0091,-0.0339,-0.0457,-0.0091,-0.0345,-0.0468,1.0004,-0.0263,0.0213,0.0162,0.0119,0,1,99.21044285714285,100.399348,104.50565858585858,37.901935588989346,-0.7242768940879785,-0.5414269573083521,0.0,0.014058777096170228,-0.0004816190294784084
