period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0189,-0.0191,1.6879,0.0362,0.54,-0.1751
Weekly,-0.075,-0.078,1.6879,0.0985,0.6538,-0.153
Biweekly,0.06,0.0583,1.6879,0.0274,0.6923,-0.1087
Monthly,-0.0189,-0.0191,1.2523,0.1348,0.6667,-0.1134
