period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0202,0.02,0.6068,0.0191,0.508,-0.1279
Weekly,0.0222,0.0219,0.7644,0.0762,0.5769,-0.1003
Biweekly,0.1158,0.1095,0.7644,0.0607,0.5769,-0.0779
Monthly,0.0157,0.0156,0.6007,0.0701,0.8333,-0.0745
