period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0058,0.0058,-0.1808,0.0137,0.4819,-0.294
Weekly,0.0058,0.0058,-0.2413,0.0193,0.5,-0.2792
Biweekly,-0.0119,-0.0119,-0.2413,0.0379,0.3462,-0.265
Monthly,-0.0089,-0.0089,-0.2577,0.0414,0.3333,-0.2764
