period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0005,-0.0005,1.7784,0.0288,0.572,-0.1388
Weekly,0.0709,0.0685,1.7784,0.041,0.6538,-0.1205
Biweekly,0.1217,0.1149,1.7784,0.0557,0.7308,-0.1038
Monthly,-0.0005,-0.0005,1.584,0.1376,0.5833,-0.0463
