period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0027,0.0027,0.14,0.0315,0.51,-0.4335
Weekly,0.0027,0.0027,0.0773,0.0383,0.4615,-0.419
Biweekly,0.0589,0.0572,0.0773,0.126,0.4231,-0.4074
Monthly,0.0289,0.0285,-0.1258,0.1078,0.4167,-0.3765
