period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0052,0.0052,0.0025,0.016,0.544,-0.2146
Weekly,0.0468,0.0457,0.0025,0.0576,0.5769,-0.2103
Biweekly,-0.0298,-0.0303,0.0025,0.0473,0.4615,-0.2015
Monthly,0.0052,0.0052,-0.0126,0.052,0.5833,-0.1228
