period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0042,0.0042,-0.3612,0.0452,0.5181,-0.549
Weekly,0.0042,0.0042,-0.4205,0.0744,0.5962,-0.5408
Biweekly,0.0823,0.0791,-0.4205,0.1314,0.5385,-0.5158
Monthly,0.0251,0.0248,-0.45,0.1171,0.4167,-0.416
