period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0314,-0.0319,-0.2574,0.0148,0.464,-0.3182
Weekly,-0.0314,-0.0319,-0.2574,0.0274,0.4615,-0.2958
Biweekly,-0.0413,-0.0422,-0.2574,0.0637,0.4615,-0.2953
Monthly,-0.0377,-0.0385,-0.2929,0.0635,0.3333,-0.2829
