period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.026,0.0257,0.2087,0.02,0.524,-0.3473
Weekly,0.0758,0.0731,0.2679,0.042,0.5769,-0.2946
Biweekly,0.0671,0.0649,0.2679,0.0323,0.6538,-0.2881
Monthly,0.0485,0.0473,0.1458,0.0421,0.6667,-0.26
