period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0076,-0.0077,-0.1677,0.0259,0.476,-0.2519
Weekly,-0.0308,-0.0313,-0.1677,0.0471,0.4808,-0.2425
Biweekly,-0.0999,-0.1053,-0.1677,0.0894,0.5,-0.2425
Monthly,-0.0076,-0.0077,-0.1604,0.1186,0.4167,-0.2205
