period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0102,-0.0102,-0.093,0.0208,0.508,-0.2403
Weekly,-0.0102,-0.0102,-0.0223,0.0445,0.5385,-0.2246
Biweekly,-0.0148,-0.0149,-0.0223,0.0236,0.4231,-0.2163
Monthly,-0.0016,-0.0016,-0.0623,0.1226,0.3333,-0.1577
