period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0126,-0.0127,0.1332,0.0113,0.552,-0.0961
Weekly,-0.0504,-0.0517,0.1332,0.0222,0.5385,-0.0877
Biweekly,-0.0635,-0.0656,0.1332,0.0531,0.5769,-0.0856
Monthly,-0.0126,-0.0127,0.1523,0.0642,0.5833,-0.0829
