period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0074,-0.0074,0.1978,0.0203,0.5341,-0.2245
Weekly,-0.0074,-0.0074,0.1143,0.0309,0.5577,-0.2011
Biweekly,0.0274,0.027,0.1143,0.0695,0.5769,-0.2011
Monthly,-0.0024,-0.0024,0.071,0.0588,0.5833,-0.1685
